"admin2Name","admin2Pcod","year","AnnualPrecip","baselineMean_precip","baselineSD_precip","zscore_precip"
"Magaria","NE0706",1994,580.921009530003,442.744271360752,82.4820767467863,1.67523350064819
"Magaria","NE0706",1995,449.446115921388,442.744271360752,82.4820767467863,0.0812521316747469
"Magaria","NE0706",1996,428.078490278079,442.744271360752,82.4820767467863,-0.177805671984899
"Magaria","NE0706",1997,448.83573317898,442.744271360752,82.4820767467863,0.0738519452768991
"Magaria","NE0706",1998,577.717465554746,442.744271360752,82.4820767467863,1.63639422669185
"Magaria","NE0706",1999,510.449342196933,442.744271360752,82.4820767467863,0.820845855324801
"Magaria","NE0706",2000,397.95041642926,442.744271360752,82.4820767467863,-0.54307380097867
"Magaria","NE0706",2001,500.626036200435,442.744271360752,82.4820767467863,0.701749605764361
"Magaria","NE0706",2002,515.43559404052,442.744271360752,82.4820767467863,0.881298405021068
"Magaria","NE0706",2003,600.799051507905,442.744271360752,82.4820767467863,1.91623182127639
"Magaria","NE0706",2004,480.582288056197,442.744271360752,82.4820767467863,0.458742289086697
"Magaria","NE0706",2005,494.903715899262,442.744271360752,82.4820767467863,0.632373075409294
"Magaria","NE0706",2006,464.699264649318,442.744271360752,82.4820767467863,0.266178958562921
"Magaria","NE0706",2007,359.061734927764,442.744271360752,82.4820767467863,-1.01455418841946
"Magaria","NE0706",2008,500.219632542594,442.744271360752,82.4820767467863,0.696822430384324
"Magaria","NE0706",2009,370.858614426844,442.744271360752,82.4820767467863,-0.871530637554033
"Magaria","NE0706",2010,519.055055397404,442.744271360752,82.4820767467863,0.925180197279955
"Magaria","NE0706",2011,441.727754566487,442.744271360752,82.4820767467863,-0.012324093116434
"Magaria","NE0706",2012,579.13313120227,442.744271360752,82.4820767467863,1.65355753905448
"Magaria","NE0706",2013,480.874865572693,442.744271360752,82.4820767467863,0.462289453853098
"Magaria","NE0706",2014,408.476464591417,442.744271360752,82.4820767467863,-0.415457613592028
